İş Emri No;Operasyon Kodu;Tesis Kodu;Tesis Adı;Üretim Tarihi;Gün Adı;Hat Kodu;Hat Tanımı;Operasyon Tanımı;Fire Miktar (Bobin);Üretim Miktarı (Bobin);Setup Süresi (Saat);Arıza Duruşu (Saat);Plansız Duruş (Saat);Operasyon Süresi (Saat);Operasyon Hızı (m/dk);Operatör Adı Soyadı;Operatör Sicil No;Üretim Yılı;Üretim Ayı;İzolasyon Cinsi;Ürün Kodu;Ürün Açıklaması;Malzeme Kodu;Malzeme Açıklaması;Kaliteli Bobin Adedi;Kaliteli Toplam Metraj;Kaliteli Toplam m²;Fire Bobin Adedi;Fire Toplam Metraj;Fire Toplam m²;Günlük İş Emri Sayısı;Parti Sayısı;Hat Başına İş Emri;Hat Günlük İş Emri;Ortalama Çekim Miktarı;Ortalama Setup Süresi (Saat);Hat Nominal Hızı (m/dk);Kullanım Oranı (%);Performans Oranı (%);Kalite Oranı (%);OEE Değeri (%)
WO-202509-12735;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-1002;Standart Extruder Hattı Beta;ÇELİK ZIRH SARMAL;1.9;21.1;0.713;0.0;0.0;0.695;73.6;HASAN AYDIN;OPR-2003;2025;9;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;AL-1350;Alüminyum Alaşım;21;3068;76.7;2;382;9.55;1;1;1;1;21.1;0.7;80;17.46;100.0;84.37;14.73
WO-202509-12736;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;0.0;15.6;0.229;0.0;0.0;0.393;130.2;İSMAİL ÖZDEMİR;OPR-2001;2025;9;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;Elektrolitik Bakır;16;3071;24.57;0;129;1.03;1;1;1;1;15.6;0.2;130;6.52;85.78;94.35;5.27
WO-202509-12737;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DIŞ KILIF SIVAMA;3.1;50.5;0.773;0.672;0.0;2.247;39.6;HASAN AYDIN;OPR-2003;2025;9;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;Elektrolitik Bakır;54;5336;80.04;3;364;5.46;1;1;1;1;50.5;0.8;40;44.39;90.23;93.94;37.63
WO-202509-12738;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-1002;Standart Extruder Hattı Beta;İLETKEN TEL ÇEKİM;1.8;37.7;0.779;0.0;0.0;0.829;66.8;MEHMET DEMİR;OPR-1002;2025;9;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;AL-1350;Alüminyum Alaşım;34;3325;83.12;2;275;6.88;1;1;1;1;37.7;0.8;80;21.4;72.54;88.72;13.77
WO-202509-12739;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-1001;Mikro Extruder Hattı Alfa;İLETKEN TEL ÇEKİM;4.2;52.2;0.441;0.0;0.0;1.239;127.7;İSMAİL ÖZDEMİR;OPR-2001;2025;9;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;AL-1350;Alüminyum Alaşım;48;9500;76.0;4;900;7.2;1;1;1;1;52.2;0.4;120;23.08;100.0;93.98;21.69
WO-202509-12740;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DOLGU KAPLAMA;0.0;14.9;0.703;0.0;0.0;0.64;47.3;AHMET YILMAZ;OPR-1001;2025;9;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;AL-1350;Alüminyum Alaşım;13;1816;27.24;0;134;2.01;1;1;1;1;14.9;0.7;45;15.7;93.41;96.36;14.13
WO-202509-12741;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İZOLASYON EKSTRÜZYON;1.1;31.8;0.261;0.0;0.0;0.939;86.8;OSMAN YILDIZ;OPR-2002;2025;9;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Elektrolitik Bakır;33;4890;39.12;1;210;1.68;1;1;1;1;31.8;0.3;130;17.6;60.65;94.11;10.04
WO-202509-12742;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;0.0;30.7;0.292;0.0;0.0;0.596;134.9;İSMAİL ÖZDEMİR;OPR-2001;2025;9;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Elektrolitik Bakır;33;4826;38.61;0;124;0.99;1;1;1;1;30.7;0.3;130;12.21;96.61;97.3;11.47
WO-202509-12743;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-2002;Standart Extruder Hattı Zeta;ÇELİK ZIRH SARMAL;0.0;7.7;0.711;0.0;0.0;0.198;69.0;ALİ KAYA;OPR-1005;2025;9;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;AL-1350;Alüminyum Alaşım;9;822;20.55;0;78;1.95;1;1;1;1;7.7;0.7;90;10.21;81.98;88.44;7.4
WO-202509-12744;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;1.9;33.1;0.404;0.0;0.0;1.811;86.0;OSMAN YILDIZ;OPR-2002;2025;9;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;AL-1350;Alüminyum Alaşım;38;9340;74.72;2;660;5.28;1;1;1;1;33.1;0.4;130;30.53;61.09;90.57;16.89
WO-202509-12745;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İZOLASYON EKSTRÜZYON;3.4;50.7;1.425;0.308;0.0;2.441;18.8;İBRAHİM ÖZTÜRK;OPR-2004;2025;9;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;CU-ETP;Elektrolitik Bakır;46;2759;262.11;3;181;17.2;1;1;1;1;50.7;1.4;30;49.87;65.75;90.62;29.71
WO-202509-12746;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İLETKEN TEL ÇEKİM;2.7;43.6;1.566;0.0;0.0;2.543;17.8;İBRAHİM ÖZTÜRK;OPR-2004;2025;9;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;Alüminyum Alaşım;46;2721;258.5;3;219;20.8;1;1;1;1;43.6;1.6;30;57.38;52.03;93.54;27.93
WO-202509-12747;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-2002;Standart Extruder Hattı Zeta;İLETKEN TEL ÇEKİM;2.8;47.9;0.646;0.0;0.0;1.586;70.3;SÜLEYMAN KOÇ;OPR-2005;2025;9;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;CU-ETP;Elektrolitik Bakır;45;6692;167.3;3;508;12.7;1;1;1;1;47.9;0.6;90;29.56;75.42;95.22;21.23
WO-202509-12748;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-1002;Standart Extruder Hattı Beta;İZOLASYON EKSTRÜZYON;2.3;30.2;0.796;0.0;0.0;0.828;63.7;ALİ KAYA;OPR-1005;2025;9;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Elektrolitik Bakır;32;3165;79.12;2;235;5.88;1;1;1;1;30.2;0.8;80;22.7;87.11;91.16;18.03
WO-202509-12749;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İLETKEN TEL ÇEKİM;2.3;41.1;1.583;0.0;0.0;2.555;15.0;İBRAHİM ÖZTÜRK;OPR-2004;2025;9;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;Alüminyum Alaşım;39;2298;218.31;2;162;15.39;1;1;1;1;41.1;1.6;30;42.98;53.91;90.83;21.04
WO-202509-12750;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-2002;Standart Extruder Hattı Zeta;İZOLASYON EKSTRÜZYON;0.0;11.5;0.859;0.0;0.0;0.326;69.2;SÜLEYMAN KOÇ;OPR-2005;2025;9;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;AL-1350;Alüminyum Alaşım;10;1355;33.88;0;145;3.62;1;1;1;1;11.5;0.9;90;17.44;83.23;88.83;12.89
WO-202509-12751;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-2004;Kombine Extruder Hattı Theta;İLETKEN TEL ÇEKİM;0.0;8.5;0.807;0.0;0.355;0.155;91.8;ALİ KAYA;OPR-1005;2025;9;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;AL-1350;Alüminyum Alaşım;9;852;17.04;0;48;0.96;1;1;1;1;8.5;0.8;110;11.11;73.31;92.4;7.52
WO-202509-12752;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İLETKEN TEL ÇEKİM;1.9;50.6;0.755;0.0;0.0;38.379;19.4;SÜLEYMAN KOÇ;OPR-2005;2025;9;LSZH;KBL-701;Fiber Optik SM 12C Dış Tesisat;FO-SM-9;Fiber Optik Single Mode;45;44722;670.83;2;2278;34.17;1;1;1;1;50.6;0.8;40;100.0;47.24;96.55;45.61
WO-202509-12753;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;ÇELİK ZIRH SARMAL;1.1;40.5;0.609;0.0;0.0;2.919;45.8;AHMET YILMAZ;OPR-1001;2025;9;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;Elektrolitik Bakır;41;8022;120.33;1;378;5.67;1;1;1;1;40.5;0.6;50;44.79;91.88;97.65;40.18
WO-202509-12754;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;ÇELİK ZIRH SARMAL;1.1;21.0;0.489;0.0;0.0;0.656;99.1;MUSTAFA ŞAHİN;OPR-1003;2025;9;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;Elektrolitik Bakır;20;3900;31.2;1;300;2.4;1;1;1;1;21.0;0.5;130;15.98;79.92;92.56;11.82
WO-202509-12755;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-1001;Mikro Extruder Hattı Alfa;ÇELİK ZIRH SARMAL;0.0;16.4;0.374;0.0;0.0;0.338;121.8;İSMAİL ÖZDEMİR;OPR-2001;2025;9;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Elektrolitik Bakır;17;2473;19.78;0;77;0.62;1;1;1;1;16.4;0.4;120;8.5;90.1;96.34;7.37
WO-202509-12756;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İZOLASYON EKSTRÜZYON;3.4;54.5;1.694;0.0;0.0;3.98;14.2;İBRAHİM ÖZTÜRK;OPR-2004;2025;9;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;CU-ETP;Elektrolitik Bakır;57;3393;322.33;3;207;19.66;1;1;1;1;54.5;1.7;30;78.64;43.37;91.63;31.25
WO-202509-12757;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-1001;Mikro Extruder Hattı Alfa;DIŞ KILIF SIVAMA;2.0;47.9;0.32;0.0;0.314;1.329;128.4;İSMAİL ÖZDEMİR;OPR-2001;2025;9;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Elektrolitik Bakır;52;10234;81.87;2;566;4.53;1;1;1;1;47.9;0.3;120;18.3;95.76;95.97;16.82
WO-202509-12758;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;0.9;23.8;0.791;1.266;0.0;1.768;28.4;ALİ KAYA;OPR-1005;2025;9;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;CU-ETP;Elektrolitik Bakır;21;3010;45.15;1;290;4.35;1;1;1;1;23.8;0.8;40;33.51;71.93;90.12;21.72
WO-202509-12759;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İLETKEN TEL ÇEKİM;2.9;43.6;0.517;0.0;0.0;5.613;33.9;HASAN AYDIN;OPR-2003;2025;9;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;Elektrolitik Bakır;46;11430;171.45;3;820;12.3;1;1;1;1;43.6;0.5;40;79.78;82.18;87.95;57.66
WO-202509-12760;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-1002;Standart Extruder Hattı Beta;İLETKEN TEL ÇEKİM;4.1;32.1;0.669;0.0;0.0;1.291;64.8;SÜLEYMAN KOÇ;OPR-2005;2025;9;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;AL-1350;Alüminyum Alaşım;34;5016;125.4;4;684;17.1;1;1;1;1;32.1;0.7;80;21.44;73.02;83.66;13.1
WO-202509-12761;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İZOLASYON EKSTRÜZYON;0.0;20.9;0.409;0.195;0.0;0.471;136.8;İSMAİL ÖZDEMİR;OPR-2001;2025;9;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Elektrolitik Bakır;20;3871;30.97;0;129;1.03;1;1;1;1;20.9;0.4;130;9.76;100.0;94.91;9.26
WO-202509-12762;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İZOLASYON EKSTRÜZYON;1.1;25.2;0.492;0.0;0.0;1.71;38.2;HÜSEYİN ÇELİK;OPR-1004;2025;9;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;AL-1350;Alüminyum Alaşım;27;3915;58.72;1;285;4.27;1;1;1;1;25.2;0.5;40;27.51;100.0;90.21;24.82
WO-202509-12763;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;ÇELİK ZIRH SARMAL;2.9;28.3;0.787;0.0;0.409;1.487;27.4;HÜSEYİN ÇELİK;OPR-1004;2025;9;XLPE;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;Alüminyum Alaşım;31;2448;36.72;3;272;4.08;1;1;1;1;28.3;0.8;40;32.5;75.04;85.73;20.91
WO-202509-12764;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İLETKEN TEL ÇEKİM;5.7;48.7;1.522;0.0;0.0;4.069;12.0;HÜSEYİN ÇELİK;OPR-1004;2025;9;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;Alüminyum Alaşım;49;2930;278.35;5;310;29.45;1;1;1;1;48.7;1.5;30;70.14;37.63;88.07;23.25
WO-202509-12765;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-1001;Mikro Extruder Hattı Alfa;DIŞ KILIF SIVAMA;0.0;11.8;0.208;0.0;0.822;0.391;132.9;İSMAİL ÖZDEMİR;OPR-2001;2025;9;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;Elektrolitik Bakır;11;3118;24.94;0;182;1.46;1;1;1;1;11.8;0.2;120;6.97;100.0;91.48;6.38
WO-202509-12766;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-1001;Mikro Extruder Hattı Alfa;İLETKEN TEL ÇEKİM;3.6;44.5;0.277;0.0;0.0;2.282;100.9;MUSTAFA ŞAHİN;OPR-1003;2025;9;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;AL-1350;Alüminyum Alaşım;47;13820;110.56;4;1480;11.84;1;1;1;1;44.5;0.3;120;31.7;80.66;93.46;23.9
WO-202509-12767;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-1002;Standart Extruder Hattı Beta;DIŞ KILIF SIVAMA;1.0;21.4;0.535;0.0;0.0;0.93;79.2;MEHMET DEMİR;OPR-1002;2025;9;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;AL-1350;Alüminyum Alaşım;23;4420;110.5;1;380;9.5;1;1;1;1;21.4;0.5;80;15.28;100.0;93.27;14.25
WO-202509-12768;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;12.09.2025;CUMA;XTR-2004;Kombine Extruder Hattı Theta;ÇELİK ZIRH SARMAL;0.0;7.8;0.833;0.0;0.0;0.189;73.5;OSMAN YILDIZ;OPR-2002;2025;9;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;AL-1350;Alüminyum Alaşım;9;835;16.7;0;65;1.3;1;1;1;1;7.8;0.8;110;11.88;71.42;95.57;8.11
WO-202509-12769;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;13.09.2025;CUMARTESİ;XTR-2002;Standart Extruder Hattı Zeta;DIŞ KILIF SIVAMA;0.9;31.1;0.733;0.0;0.0;1.084;76.3;ALİ KAYA;OPR-1005;2025;9;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;Elektrolitik Bakır;34;4959;123.98;1;291;7.28;1;1;1;1;31.1;0.7;90;26.71;82.39;89.96;19.8
WO-202509-12770;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;13.09.2025;CUMARTESİ;XTR-1001;Mikro Extruder Hattı Alfa;DIŞ KILIF SIVAMA;1.1;24.2;0.294;1.126;0.0;0.427;99.2;MUSTAFA ŞAHİN;OPR-1003;2025;9;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;Elektrolitik Bakır;26;2539;20.31;1;161;1.29;1;1;1;1;24.2;0.3;120;10.37;84.6;92.13;8.08
WO-202509-12771;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;13.09.2025;CUMARTESİ;XTR-2004;Kombine Extruder Hattı Theta;DOLGU KAPLAMA;0.0;7.2;0.956;0.0;0.0;0.451;84.5;MUSTAFA ŞAHİN;OPR-1003;2025;9;PE;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;Elektrolitik Bakır;8;2284;45.68;0;156;3.12;1;1;1;1;7.2;1.0;110;16.14;74.74;90.73;10.95
WO-202509-12772;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;13.09.2025;CUMARTESİ;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DIŞ KILIF SIVAMA;0.0;13.3;0.624;0.0;0.0;0.7;17.6;SÜLEYMAN KOÇ;OPR-2005;2025;9;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;CU-ETP;Elektrolitik Bakır;13;740;11.1;0;40;0.6;1;1;1;1;13.3;0.6;40;16.56;39.65;90.3;5.93
WO-202509-12773;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;13.09.2025;CUMARTESİ;XTR-2004;Kombine Extruder Hattı Theta;DIŞ KILIF SIVAMA;2.0;24.7;0.643;0.0;0.0;0.714;115.6;AHMET YILMAZ;OPR-1001;2025;9;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;AL-1350;Alüminyum Alaşım;25;4952;99.04;2;448;8.96;1;1;1;1;24.7;0.6;110;17.41;100.0;87.15;15.17
WO-202509-12774;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;13.09.2025;CUMARTESİ;XTR-1002;Standart Extruder Hattı Beta;İZOLASYON EKSTRÜZYON;2.3;40.4;0.564;0.0;0.0;1.253;76.5;MEHMET DEMİR;OPR-1002;2025;9;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;CU-ETP;Elektrolitik Bakır;39;5753;143.83;2;397;9.93;1;1;1;1;40.4;0.6;80;21.74;82.97;97.16;17.52
WO-202509-12775;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;13.09.2025;CUMARTESİ;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;1.0;12.9;0.467;0.0;0.0;1.384;35.5;İSMAİL ÖZDEMİR;OPR-2001;2025;9;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;AL-1350;Alüminyum Alaşım;15;2945;44.17;1;255;3.82;1;1;1;1;12.9;0.5;40;19.88;78.2;89.34;13.89
WO-202509-12776;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;13.09.2025;CUMARTESİ;XTR-2003;Ağır Hizmet Extruder Hattı Eta;İZOLASYON EKSTRÜZYON;0.0;8.5;0.874;0.0;0.0;0.308;32.2;ALİ KAYA;OPR-1005;2025;9;XLPE;KBL-302;YVV 3x35 mm² Ağır Sanayi;CU-ETP;Elektrolitik Bakır;8;595;8.92;0;45;0.67;1;1;1;1;8.5;0.9;45;17.21;72.66;89.31;11.16
WO-202509-12777;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;13.09.2025;CUMARTESİ;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DIŞ KILIF SIVAMA;4.6;42.5;1.397;0.0;0.0;2.051;17.6;HÜSEYİN ÇELİK;OPR-1004;2025;9;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;Alüminyum Alaşım;37;2169;206.06;4;291;27.64;1;1;1;1;42.5;1.4;30;36.49;55.87;85.82;17.5
WO-202509-12778;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;13.09.2025;CUMARTESİ;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DOLGU KAPLAMA;1.0;16.2;1.484;0.0;0.0;0.999;14.6;HÜSEYİN ÇELİK;OPR-1004;2025;9;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;Alüminyum Alaşım;15;873;82.94;1;87;8.27;1;1;1;1;16.2;1.5;30;26.24;52.94;87.29;12.12
WO-202509-12779;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;13.09.2025;CUMARTESİ;XTR-2004;Kombine Extruder Hattı Theta;İLETKEN TEL ÇEKİM;2.2;41.8;0.837;0.0;0.0;1.14;98.0;ALİ KAYA;OPR-1005;2025;9;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Elektrolitik Bakır;45;6701;134.02;2;349;6.98;1;1;1;1;41.8;0.8;110;24.86;75.96;96.84;18.29
WO-202509-12780;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;13.09.2025;CUMARTESİ;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;ÇELİK ZIRH SARMAL;0.9;29.5;1.391;0.0;0.0;1.548;18.1;HÜSEYİN ÇELİK;OPR-1004;2025;9;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;CU-ETP;Elektrolitik Bakır;29;1681;159.69;1;119;11.3;1;1;1;1;29.5;1.4;30;33.79;63.23;94.49;20.19
WO-202509-12781;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;13.09.2025;CUMARTESİ;XTR-1002;Standart Extruder Hattı Beta;İLETKEN TEL ÇEKİM;2.3;26.3;0.67;0.0;0.0;0.743;66.9;MEHMET DEMİR;OPR-1002;2025;9;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Elektrolitik Bakır;30;2980;74.5;2;220;5.5;1;1;1;1;26.3;0.7;80;15.87;79.02;92.11;11.55
WO-202509-12782;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;13.09.2025;CUMARTESİ;XTR-2004;Kombine Extruder Hattı Theta;DOLGU KAPLAMA;1.1;29.4;0.633;0.0;0.546;1.168;84.2;MUSTAFA ŞAHİN;OPR-1003;2025;9;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;Elektrolitik Bakır;30;5900;118.0;1;300;6.0;1;1;1;1;29.4;0.6;110;23.23;72.89;96.59;16.35
WO-202509-12783;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;13.09.2025;CUMARTESİ;XTR-2004;Kombine Extruder Hattı Theta;İZOLASYON EKSTRÜZYON;1.0;32.6;0.728;0.0;0.0;0.526;117.6;AHMET YILMAZ;OPR-1001;2025;9;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;Elektrolitik Bakır;38;3709;74.18;1;191;3.82;1;1;1;1;32.6;0.7;110;15.43;100.0;90.2;13.92
WO-202509-12784;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;13.09.2025;CUMARTESİ;XTR-1001;Mikro Extruder Hattı Alfa;ÇELİK ZIRH SARMAL;1.0;13.3;0.487;0.0;0.0;0.263;122.5;İSMAİL ÖZDEMİR;OPR-2001;2025;9;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;AL-1350;Alüminyum Alaşım;13;1935;15.48;1;165;1.32;1;1;1;1;13.3;0.5;120;9.86;100.0;89.6;8.84
WO-202509-12785;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;13.09.2025;CUMARTESİ;XTR-2002;Standart Extruder Hattı Zeta;DOLGU KAPLAMA;3.1;45.2;0.673;0.0;0.0;1.027;77.9;MEHMET DEMİR;OPR-1002;2025;9;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;AL-1350;Alüminyum Alaşım;49;4801;120.03;3;399;9.98;1;1;1;1;45.2;0.7;90;17.9;82.89;89.57;13.29
WO-202509-12786;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;13.09.2025;CUMARTESİ;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DOLGU KAPLAMA;1.1;52.6;0.363;0.0;0.0;1.745;86.3;OSMAN YILDIZ;OPR-2002;2025;9;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Elektrolitik Bakır;46;9039;72.31;1;361;2.89;1;1;1;1;52.6;0.4;130;24.77;62.76;93.35;14.51
