İş Emri No;Operasyon Kodu;Tesis Kodu;Tesis Adı;Üretim Tarihi;Gün Adı;Hat Kodu;Hat Tanımı;Operasyon Tanımı;Fire Miktar (Bobin);Üretim Miktarı (Bobin);Setup Süresi (Saat);Bakım Duruşu (Saat);Arıza Duruşu (Saat);Plansız Duruş (Saat);Operasyon Süresi (Saat);Operasyon Hızı (m/dk);Operatör Adı Soyadı;Operatör Sicil No;Üretim Yılı;Üretim Ayı;İzolasyon Cinsi;Ürün Kodu;Ürün Açıklaması;Üretim Zorluk Derecesi;Malzeme Kodu;Malzeme Açıklaması;Kaliteli Bobin Adedi;Kaliteli Toplam Metraj;Kaliteli Toplam m²;Fire Bobin Adedi;Fire Toplam Metraj;Fire Toplam m²;Günlük İş Emri Sayısı;Parti Sayısı;Hat Başına İş Emri;Hat Günlük İş Emri;Ortalama Çekim Miktarı;Ortalama Setup Süresi (Saat);Hat Nominal Hızı (m/dk);Bakım Açıklaması;Arıza Açıklaması;Kullanım Oranı (%);Performans Oranı (%);Kalite Oranı (%);OEE Değeri (%)
WO-202509-12940;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;19.09.2025;CUMA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;DIŞ KILIF SIVAMA;2.1;40.3;1.2;0.0;0.0;0.0;29.917;26.1;MUSTAFA ŞAHİN;OPR-1003;2025;9;LSZH;KBL-701;Fiber Optik SM 12C Dış Tesisat;8;FO-SM-9;Fiber Optik Single Mode;47;46774;701.61;2;2226;33.39;1;1;1;1;40.3;1.2;50;;;100.0;51.8;94.81;49.11
WO-202509-12941;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;19.09.2025;CUMA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DIŞ KILIF SIVAMA;1.0;23.4;1.036;0.0;0.0;0.0;1.936;36.5;AHMET YILMAZ;OPR-1001;2025;9;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;22;4242;63.63;1;358;5.37;1;1;1;1;23.4;1.0;45;;;35.63;87.15;92.27;28.65
WO-202509-12942;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;19.09.2025;CUMA;XTR-1001;Mikro Extruder Hattı Alfa;İLETKEN TEL ÇEKİM;0.9;25.7;0.363;0.0;0.0;0.0;0.32;133.5;AHMET YILMAZ;OPR-1001;2025;9;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;AL-1350;Alüminyum Alaşım;26;2559;20.47;1;141;1.13;1;1;1;1;25.7;0.4;120;;;7.56;100.0;95.14;7.19
WO-202509-12943;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;19.09.2025;CUMA;XTR-1002;Standart Extruder Hattı Beta;İLETKEN TEL ÇEKİM;1.8;31.0;0.785;0.0;0.0;0.0;1.156;65.7;ALİ KAYA;OPR-1005;2025;9;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;CU-ETP;Elektrolitik Bakır;31;4562;114.05;2;388;9.7;1;1;1;1;31.0;0.8;80;;;26.24;85.46;89.7;20.12
WO-202509-12944;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;19.09.2025;CUMA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DOLGU KAPLAMA;0.9;22.6;1.719;0.0;0.0;0.0;1.087;18.6;HÜSEYİN ÇELİK;OPR-1004;2025;9;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;21;1211;115.05;1;109;10.36;1;1;1;1;22.6;1.7;30;;;31.45;54.42;86.23;14.76
WO-202509-12945;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;19.09.2025;CUMA;XTR-2004;Kombine Extruder Hattı Theta;ÇELİK ZIRH SARMAL;0.0;24.4;0.894;0.0;0.0;0.0;1.05;112.6;İSMAİL ÖZDEMİR;OPR-2001;2025;9;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;24;7094;141.88;0;226;4.52;1;1;1;1;24.4;0.9;110;;;21.8;100.0;92.61;20.19
WO-202509-12946;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;19.09.2025;CUMA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;ÇELİK ZIRH SARMAL;2.6;26.3;0.678;0.0;0.0;0.0;1.692;35.2;AHMET YILMAZ;OPR-1001;2025;9;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;AL-1350;Alüminyum Alaşım;24;3577;53.66;3;473;7.09;1;1;1;1;26.3;0.7;40;;;25.65;90.12;83.89;19.39
WO-202509-12947;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;20.09.2025;CUMARTESİ;XTR-2002;Standart Extruder Hattı Zeta;İLETKEN TEL ÇEKİM;4.3;46.4;0.888;2.933;0.0;0.0;1.653;80.8;ALİ KAYA;OPR-1005;2025;9;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;AL-1350;Alüminyum Alaşım;41;8011;200.28;4;989;24.73;1;1;1;1;46.4;0.9;90;Planlı Bakım (Cumartesi Gece Periyodu);;46.33;84.11;87.32;34.03
WO-202509-12948;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;20.09.2025;CUMARTESİ;XTR-1001;Mikro Extruder Hattı Alfa;ÇELİK ZIRH SARMAL;0.0;10.7;0.445;0.0;0.0;0.23;0.673;79.4;OSMAN YILDIZ;OPR-2002;2025;9;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;11;3208;25.66;0;147;1.18;1;1;1;1;10.7;0.4;120;;;12.63;72.8;94.73;8.71
WO-202509-12949;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;20.09.2025;CUMARTESİ;XTR-2003;Ağır Hizmet Extruder Hattı Eta;İLETKEN TEL ÇEKİM;5.4;40.3;0.887;2.59;2.57;0.0;3.29;43.7;HASAN AYDIN;OPR-2003;2025;9;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;AL-1350;Alüminyum Alaşım;44;8624;129.36;5;1176;17.64;1;1;1;1;40.3;0.9;45;Planlı Bakım (Cumartesi Gece Periyodu);Anlık Arıza (Ağır Hizmet Extruder Hattı Eta - Yüksek Risk);66.19;100.0;88.58;58.63
WO-202509-12950;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;20.09.2025;CUMARTESİ;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İLETKEN TEL ÇEKİM;1.0;16.5;2.022;0.0;0.0;0.0;0.828;17.8;HÜSEYİN ÇELİK;OPR-1004;2025;9;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;15;884;83.98;1;76;7.22;1;1;1;1;16.5;2.0;30;;;32.21;52.01;89.65;15.02
WO-202509-12951;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;20.09.2025;CUMARTESİ;XTR-1002;Standart Extruder Hattı Beta;ÇELİK ZIRH SARMAL;0.9;19.9;0.757;0.0;0.0;0.0;0.737;76.5;MEHMET DEMİR;OPR-1002;2025;9;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;CU-ETP;Elektrolitik Bakır;23;3383;84.58;1;217;5.43;1;1;1;1;19.9;0.8;80;;;16.85;99.51;94.26;15.81
WO-202509-12952;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;20.09.2025;CUMARTESİ;XTR-2004;Kombine Extruder Hattı Theta;ÇELİK ZIRH SARMAL;2.6;53.2;1.129;3.449;0.0;0.0;1.632;72.3;OSMAN YILDIZ;OPR-2002;2025;9;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;3;CU-ETP;Elektrolitik Bakır;48;7075;141.5;3;575;11.5;1;1;1;1;53.2;1.1;110;Planlı Bakım (Cumartesi Gece Periyodu);;61.65;55.96;88.46;30.51
WO-202509-12953;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;20.09.2025;CUMARTESİ;XTR-1001;Mikro Extruder Hattı Alfa;DOLGU KAPLAMA;1.0;22.2;0.345;0.0;0.0;0.0;0.675;127.0;MEHMET DEMİR;OPR-1002;2025;9;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;AL-1350;Alüminyum Alaşım;21;5140;41.12;1;360;2.88;1;1;1;1;22.2;0.3;120;;;12.96;100.0;92.22;11.95
WO-202509-12954;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;20.09.2025;CUMARTESİ;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İZOLASYON EKSTRÜZYON;2.9;34.4;0.579;0.0;0.0;0.0;3.296;44.8;İBRAHİM ÖZTÜRK;OPR-2004;2025;9;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;AL-1350;Alüminyum Alaşım;30;8860;132.9;3;1040;15.6;1;1;1;1;34.4;0.6;40;;;42.62;99.82;90.39;38.46
WO-202509-12955;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;20.09.2025;CUMARTESİ;XTR-1001;Mikro Extruder Hattı Alfa;İLETKEN TEL ÇEKİM;0.0;19.1;0.282;0.0;0.0;0.0;0.673;134.4;AHMET YILMAZ;OPR-1001;2025;9;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;AL-1350;Alüminyum Alaşım;19;5425;43.4;0;275;2.2;1;1;1;1;19.1;0.3;120;;;12.66;100.0;96.01;12.15
WO-202509-12956;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;20.09.2025;CUMARTESİ;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;ÇELİK ZIRH SARMAL;3.2;48.8;1.055;0.0;0.0;0.0;40.523;14.7;SÜLEYMAN KOÇ;OPR-2005;2025;9;LSZH;KBL-702;Fiber Optik MM 24C Data Center;9;FO-SM-9;Fiber Optik Single Mode;45;35764;536.46;3;2636;39.54;1;1;1;1;48.8;1.1;40;;;100.0;33.32;90.39;30.12
WO-202509-12957;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;20.09.2025;CUMARTESİ;XTR-1001;Mikro Extruder Hattı Alfa;İZOLASYON EKSTRÜZYON;2.3;37.7;0.664;2.62;0.0;0.0;1.077;114.5;MEHMET DEMİR;OPR-1002;2025;9;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;37;7397;59.18;2;403;3.22;1;1;1;1;37.7;0.7;120;Planlı Bakım (Cumartesi Gece Periyodu);;32.01;91.94;94.6;27.84
WO-202509-12958;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;20.09.2025;CUMARTESİ;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DIŞ KILIF SIVAMA;0.9;32.2;0.378;0.0;0.0;0.0;1.262;109.0;MUSTAFA ŞAHİN;OPR-1003;2025;9;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;AL-1350;Alüminyum Alaşım;34;8257;66.06;1;493;3.94;1;1;1;1;32.2;0.4;130;;;18.23;77.5;92.03;13.0
WO-202509-12959;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;20.09.2025;CUMARTESİ;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;1.0;19.2;0.552;0.0;0.0;0.0;2.454;33.9;SÜLEYMAN KOÇ;OPR-2005;2025;9;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;CU-ETP;Elektrolitik Bakır;17;4997;74.95;1;403;6.04;1;1;1;1;19.2;0.6;40;;;36.32;91.79;92.47;30.83
WO-202509-12960;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;20.09.2025;CUMARTESİ;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DIŞ KILIF SIVAMA;3.5;48.0;1.826;3.059;0.0;0.0;2.466;17.8;HÜSEYİN ÇELİK;OPR-1004;2025;9;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;44;2629;249.75;4;251;23.84;1;1;1;1;48.0;1.8;30;Planlı Bakım (Cumartesi Gece Periyodu);;82.17;54.01;88.94;39.47
WO-202509-12961;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;20.09.2025;CUMARTESİ;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DIŞ KILIF SIVAMA;3.6;56.0;0.398;3.845;0.0;0.0;1.427;88.1;OSMAN YILDIZ;OPR-2002;2025;9;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;3;AL-1350;Alüminyum Alaşım;51;7542;60.34;4;708;5.66;1;1;1;1;56.0;0.4;130;Planlı Bakım (Cumartesi Gece Periyodu);;46.33;64.62;89.35;26.75
WO-202509-12962;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;20.09.2025;CUMARTESİ;XTR-1002;Standart Extruder Hattı Beta;DIŞ KILIF SIVAMA;0.0;13.2;0.907;3.165;0.0;0.0;0.376;74.0;MEHMET DEMİR;OPR-1002;2025;9;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;12;1667;41.68;0;133;3.33;1;1;1;1;13.2;0.9;80;Planlı Bakım (Cumartesi Gece Periyodu);;24.61;98.14;90.44;21.84
WO-202509-12963;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;20.09.2025;CUMARTESİ;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İZOLASYON EKSTRÜZYON;0.9;22.2;0.996;2.659;0.0;0.0;15.743;19.9;HÜSEYİN ÇELİK;OPR-1004;2025;9;LSZH;KBL-702;Fiber Optik MM 24C Data Center;9;FO-SM-9;Fiber Optik Single Mode;24;18789;281.83;1;1211;18.16;1;1;1;1;22.2;1.0;40;Planlı Bakım (Cumartesi Gece Periyodu);;100.0;46.59;92.2;42.96
WO-202509-12964;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;20.09.2025;CUMARTESİ;XTR-1002;Standart Extruder Hattı Beta;ÇELİK ZIRH SARMAL;1.9;19.8;1.184;0.0;2.643;0.0;0.617;57.8;SÜLEYMAN KOÇ;OPR-2005;2025;9;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;AL-1350;Alüminyum Alaşım;22;2139;53.48;2;261;6.53;1;1;1;1;19.8;1.2;80;;Anlık Arıza (Standart Extruder Hattı Beta - Orta Risk);23.15;64.66;83.83;12.55
WO-202509-12965;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;22.09.2025;PAZARTESİ;XTR-1002;Standart Extruder Hattı Beta;İLETKEN TEL ÇEKİM;0.9;19.8;0.73;0.0;0.0;0.0;0.611;71.3;HASAN AYDIN;OPR-2003;2025;9;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;18;2613;65.33;1;237;5.93;1;1;1;1;19.8;0.7;80;;;17.65;86.75;89.98;13.77
WO-202509-12966;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;22.09.2025;PAZARTESİ;XTR-1002;Standart Extruder Hattı Beta;DOLGU KAPLAMA;2.0;33.6;0.862;0.0;0.0;0.0;1.022;77.0;HASAN AYDIN;OPR-2003;2025;9;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;32;4718;117.95;2;382;9.55;1;1;1;1;33.6;0.9;80;;;20.39;97.11;92.23;18.26
WO-202509-12967;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;22.09.2025;PAZARTESİ;XTR-1002;Standart Extruder Hattı Beta;DIŞ KILIF SIVAMA;0.9;24.6;1.052;0.0;0.0;0.0;1.033;61.4;SÜLEYMAN KOÇ;OPR-2005;2025;9;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;CU-ETP;Elektrolitik Bakır;26;3804;95.1;1;246;6.15;1;1;1;1;24.6;1.1;80;;;28.54;77.89;92.47;20.56
WO-202509-12968;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;22.09.2025;PAZARTESİ;XTR-2004;Kombine Extruder Hattı Theta;İLETKEN TEL ÇEKİM;3.7;50.0;0.731;0.0;0.0;0.0;3.447;77.7;OSMAN YILDIZ;OPR-2002;2025;9;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;CU-ETP;Elektrolitik Bakır;54;16079;321.58;4;1321;26.42;1;1;1;1;50.0;0.7;110;;;56.31;62.53;89.39;31.47
WO-202509-12969;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;22.09.2025;PAZARTESİ;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İLETKEN TEL ÇEKİM;1.7;17.6;1.693;0.0;0.0;0.0;1.15;17.4;İBRAHİM ÖZTÜRK;OPR-2004;2025;9;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;20;1197;113.72;2;123;11.69;1;1;1;1;17.6;1.7;30;;;32.14;52.45;87.27;14.71
WO-202509-12970;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;22.09.2025;PAZARTESİ;XTR-2002;Standart Extruder Hattı Zeta;İLETKEN TEL ÇEKİM;3.5;59.3;0.998;0.0;0.0;0.0;1.18;77.9;HASAN AYDIN;OPR-2003;2025;9;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;AL-1350;Alüminyum Alaşım;56;5513;137.83;4;487;12.18;1;1;1;1;59.3;1.0;90;;;24.55;82.47;87.51;17.72
WO-202509-12971;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;22.09.2025;PAZARTESİ;XTR-1001;Mikro Extruder Hattı Alfa;İZOLASYON EKSTRÜZYON;2.2;42.0;0.437;0.0;0.0;0.0;0.65;100.7;MUSTAFA ŞAHİN;OPR-1003;2025;9;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;CU-ETP;Elektrolitik Bakır;40;3930;31.44;2;270;2.16;1;1;1;1;42.0;0.4;120;;;14.71;81.46;93.45;11.19
WO-202509-12972;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;22.09.2025;PAZARTESİ;XTR-2002;Standart Extruder Hattı Zeta;İZOLASYON EKSTRÜZYON;3.8;27.1;0.886;0.0;0.0;0.0;1.367;75.5;ALİ KAYA;OPR-1005;2025;9;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;AL-1350;Alüminyum Alaşım;31;6188;154.7;4;812;20.3;1;1;1;1;27.1;0.9;90;;;30.25;89.74;84.76;23.01
WO-202509-12973;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;22.09.2025;PAZARTESİ;XTR-1002;Standart Extruder Hattı Beta;İLETKEN TEL ÇEKİM;2.2;25.6;0.973;0.0;0.0;0.0;0.975;75.3;HASAN AYDIN;OPR-2003;2025;9;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;30;4408;110.2;2;392;9.8;1;1;1;1;25.6;1.0;80;;;23.96;98.45;87.47;20.63
WO-202509-12974;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;22.09.2025;PAZARTESİ;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İZOLASYON EKSTRÜZYON;2.0;42.3;1.021;2.884;0.0;0.0;1.709;29.0;SÜLEYMAN KOÇ;OPR-2005;2025;9;XLPE;KBL-302;YVV 3x35 mm² Ağır Sanayi;6;AL-1350;Alüminyum Alaşım;38;2972;44.58;2;228;3.42;1;1;1;1;42.3;1.0;50;Planlı Bakım (Pazartesi Sabah Periyodu);;52.19;58.04;89.16;27.0
WO-202509-12975;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;22.09.2025;PAZARTESİ;XTR-1001;Mikro Extruder Hattı Alfa;İZOLASYON EKSTRÜZYON;2.2;22.5;0.293;2.459;0.0;0.0;0.264;130.4;İSMAİL ÖZDEMİR;OPR-2001;2025;9;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;AL-1350;Alüminyum Alaşım;21;2064;16.51;2;236;1.89;1;1;1;1;22.5;0.3;120;Planlı Bakım (Pazartesi Sabah Periyodu);;10.45;92.56;88.21;8.53
WO-202509-12976;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;22.09.2025;PAZARTESİ;XTR-2002;Standart Extruder Hattı Zeta;İLETKEN TEL ÇEKİM;2.0;18.0;0.853;2.502;0.0;0.0;0.409;65.0;SÜLEYMAN KOÇ;OPR-2005;2025;9;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;AL-1350;Alüminyum Alaşım;16;1594;39.85;2;206;5.15;1;1;1;1;18.0;0.9;90;Planlı Bakım (Pazartesi Sabah Periyodu);;20.8;63.17;85.24;11.2
WO-202509-12977;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;22.09.2025;PAZARTESİ;XTR-2004;Kombine Extruder Hattı Theta;DIŞ KILIF SIVAMA;3.9;56.0;1.077;2.56;0.0;0.0;2.357;73.3;OSMAN YILDIZ;OPR-2002;2025;9;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;CU-ETP;Elektrolitik Bakır;52;10372;207.44;4;828;16.56;1;1;1;1;56.0;1.1;110;Planlı Bakım (Pazartesi Sabah Periyodu);;53.91;58.72;89.2;28.24
WO-202509-12978;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;22.09.2025;PAZARTESİ;XTR-1002;Standart Extruder Hattı Beta;DOLGU KAPLAMA;4.5;47.1;1.09;2.749;0.0;0.0;1.492;60.5;ALİ KAYA;OPR-1005;2025;9;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;CU-ETP;Elektrolitik Bakır;55;5418;135.45;4;482;12.05;1;1;1;1;47.1;1.1;80;Planlı Bakım (Pazartesi Sabah Periyodu);;45.89;82.58;90.6;34.33
WO-202509-12979;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;22.09.2025;PAZARTESİ;XTR-1002;Standart Extruder Hattı Beta;ÇELİK ZIRH SARMAL;0.0;8.6;0.833;0.0;1.886;0.0;0.307;74.9;MEHMET DEMİR;OPR-1002;2025;9;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;10;1378;34.45;0;122;3.05;1;1;1;1;8.6;0.8;80;;Anlık Arıza (Standart Extruder Hattı Beta - Orta Risk);13.17;89.71;92.27;10.9
WO-202509-12980;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;22.09.2025;PAZARTESİ;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;ÇELİK ZIRH SARMAL;0.0;10.8;1.829;2.473;0.0;0.0;0.757;12.0;HÜSEYİN ÇELİK;OPR-1004;2025;9;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;10;545;51.77;0;55;5.22;1;1;1;1;10.8;1.8;30;Planlı Bakım (Pazartesi Sabah Periyodu);;45.65;35.67;88.67;14.44
WO-202509-12981;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;22.09.2025;PAZARTESİ;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İZOLASYON EKSTRÜZYON;2.9;48.9;0.461;2.947;0.0;0.131;2.383;104.4;MUSTAFA ŞAHİN;OPR-1003;2025;9;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;49;14930;119.44;3;930;7.44;1;1;1;1;48.9;0.5;130;Planlı Bakım (Pazartesi Sabah Periyodu);;54.34;82.47;92.75;41.56
WO-202509-12982;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;22.09.2025;PAZARTESİ;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DIŞ KILIF SIVAMA;2.7;47.1;0.832;2.168;0.0;0.0;4.603;29.3;ALİ KAYA;OPR-1005;2025;9;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;55;8105;121.57;3;595;8.92;1;1;1;1;47.1;0.8;40;Planlı Bakım (Pazartesi Sabah Periyodu);;85.47;71.56;93.62;57.26
WO-202509-12983;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;22.09.2025;PAZARTESİ;XTR-2004;Kombine Extruder Hattı Theta;ÇELİK ZIRH SARMAL;0.0;11.6;0.95;0.0;0.0;0.0;0.256;73.6;OSMAN YILDIZ;OPR-2002;2025;9;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;CU-ETP;Elektrolitik Bakır;12;1133;22.66;0;67;1.34;1;1;1;1;11.6;1.0;110;;;16.13;62.41;95.03;9.57
WO-202509-12984;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;22.09.2025;PAZARTESİ;XTR-1002;Standart Extruder Hattı Beta;İLETKEN TEL ÇEKİM;0.9;9.1;0.675;0.0;0.0;0.0;0.434;74.6;MEHMET DEMİR;OPR-1002;2025;9;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;AL-1350;Alüminyum Alaşım;10;1944;48.6;1;256;6.4;1;1;1;1;9.1;0.7;80;;;13.92;85.74;86.28;10.29
WO-202509-12985;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;23.09.2025;SALI;XTR-2003;Ağır Hizmet Extruder Hattı Eta;İLETKEN TEL ÇEKİM;1.0;19.9;0.969;0.0;1.614;0.3;1.325;36.5;AHMET YILMAZ;OPR-1001;2025;9;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;CU-ETP;Elektrolitik Bakır;20;2899;43.48;1;251;3.76;1;1;1;1;19.9;1.0;45;;Anlık Arıza (Ağır Hizmet Extruder Hattı Eta - Yüksek Risk);27.2;80.16;88.8;19.37
WO-202509-12986;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;23.09.2025;SALI;XTR-1001;Mikro Extruder Hattı Alfa;DIŞ KILIF SIVAMA;1.1;23.9;0.504;0.0;0.0;0.0;0.928;127.6;MEHMET DEMİR;OPR-1002;2025;9;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;CU-ETP;Elektrolitik Bakır;24;7103;56.82;1;397;3.18;1;1;1;1;23.9;0.5;120;;;16.34;100.0;94.96;15.51
WO-202509-12987;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;23.09.2025;SALI;XTR-2004;Kombine Extruder Hattı Theta;İLETKEN TEL ÇEKİM;2.2;41.8;1.016;0.0;0.0;0.0;0.653;100.9;İSMAİL ÖZDEMİR;OPR-2001;2025;9;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;CU-ETP;Elektrolitik Bakır;40;3957;79.14;2;243;4.86;1;1;1;1;41.8;1.0;110;;;22.26;91.87;90.87;18.59
WO-202509-12988;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;23.09.2025;SALI;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;ÇELİK ZIRH SARMAL;0.0;7.2;1.025;0.0;0.0;0.0;0.974;25.1;OSMAN YILDIZ;OPR-2002;2025;9;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;CU-ETP;Elektrolitik Bakır;8;1464;21.96;0;136;2.04;1;1;1;1;7.2;1.0;40;;;25.8;54.82;91.81;12.99
