İş Emri No;Operasyon Kodu;Tesis Kodu;Tesis Adı;Üretim Tarihi;Gün Adı;Hat Kodu;Hat Tanımı;Operasyon Tanımı;Fire Miktar (Bobin);Üretim Miktarı (Bobin);Setup Süresi (Saat);Bakım Duruşu (Saat);Arıza Duruşu (Saat);Plansız Duruş (Saat);Operasyon Süresi (Saat);Operasyon Hızı (m/dk);Operatör Adı Soyadı;Operatör Sicil No;Üretim Yılı;Üretim Ayı;İzolasyon Cinsi;Ürün Kodu;Ürün Açıklaması;Üretim Zorluk Derecesi;Malzeme Kodu;Malzeme Açıklaması;Kaliteli Bobin Adedi;Kaliteli Toplam Metraj;Kaliteli Toplam m²;Fire Bobin Adedi;Fire Toplam Metraj;Fire Toplam m²;Günlük İş Emri Sayısı;Parti Sayısı;Hat Başına İş Emri;Hat Günlük İş Emri;Ortalama Çekim Miktarı;Ortalama Setup Süresi (Saat);Hat Nominal Hızı (m/dk);Bakım Açıklaması;Arıza Açıklaması;Kullanım Oranı (%);Performans Oranı (%);Kalite Oranı (%);OEE Değeri (%)
WO-202506-10274;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;10.06.2025;SALI;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;ÇELİK ZIRH SARMAL;4.0;38.7;0.819;0.0;0.0;0.0;2.094;30.3;AHMET YILMAZ;OPR-1001;2025;6;XLPE;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;5;AL-1350;Alüminyum Alaşım;39;3804;57.06;4;496;7.44;1;1;1;1;38.7;0.8;40;;;41.57;72.9;87.54;26.53
WO-202506-10275;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;10.06.2025;SALI;XTR-2003;Ağır Hizmet Extruder Hattı Eta;İZOLASYON EKSTRÜZYON;1.0;14.1;0.776;0.0;0.0;0.0;0.772;40.1;HASAN AYDIN;OPR-2003;2025;6;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;3;AL-1350;Alüminyum Alaşım;13;1858;27.87;1;242;3.63;1;1;1;1;14.1;0.8;45;;;19.65;92.89;83.15;15.18
WO-202506-10276;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;10.06.2025;SALI;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DIŞ KILIF SIVAMA;2.0;57.7;0.645;0.0;0.0;0.0;2.653;102.1;MUSTAFA ŞAHİN;OPR-1003;2025;6;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;54;16244;129.95;2;836;6.69;1;1;1;1;57.7;0.6;130;;;48.32;84.88;94.57;38.79
WO-202506-10277;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;10.06.2025;SALI;XTR-2004;Kombine Extruder Hattı Theta;İZOLASYON EKSTRÜZYON;0.0;14.7;1.086;0.0;1.018;0.0;0.33;115.0;AHMET YILMAZ;OPR-1001;2025;6;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;16;2279;45.58;0;121;2.42;1;1;1;1;14.7;1.1;110;;Anlık Arıza (Kombine Extruder Hattı Theta - Düşük Risk);23.4;95.31;93.27;20.8
WO-202506-10278;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;10.06.2025;SALI;XTR-2001;Özel Üretim Extruder Hattı Epsilon;DIŞ KILIF SIVAMA;3.0;48.4;1.013;0.0;0.0;0.0;42.597;21.4;OSMAN YILDIZ;OPR-2002;2025;6;LSZH;KBL-701;Fiber Optik SM 12C Dış Tesisat;8;FO-SM-9;Fiber Optik Single Mode;55;54589;818.83;3;3411;51.16;1;1;1;1;48.4;1.0;50;;;100.0;38.52;93.11;35.87
WO-202506-10279;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;10.06.2025;SALI;XTR-2001;Özel Üretim Extruder Hattı Epsilon;ÇELİK ZIRH SARMAL;0.0;7.7;0.775;0.0;0.0;0.0;0.243;56.0;AHMET YILMAZ;OPR-1001;2025;6;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;AL-1350;Alüminyum Alaşım;9;816;12.24;0;84;1.26;1;1;1;1;7.7;0.8;50;;;13.06;100.0;92.84;12.12
WO-202506-10280;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;10.06.2025;SALI;XTR-2002;Standart Extruder Hattı Zeta;İZOLASYON EKSTRÜZYON;4.0;53.2;0.697;0.0;2.734;0.0;1.759;72.5;ALİ KAYA;OPR-1005;2025;6;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;AL-1350;Alüminyum Alaşım;52;7651;191.28;4;749;18.73;1;1;1;1;53.2;0.7;90;;Anlık Arıza (Standart Extruder Hattı Zeta - Orta Risk);54.2;81.09;87.59;38.5
WO-202506-10281;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;10.06.2025;SALI;XTR-1001;Mikro Extruder Hattı Alfa;İLETKEN TEL ÇEKİM;1.0;29.6;0.478;0.0;0.0;0.0;0.824;122.4;İSMAİL ÖZDEMİR;OPR-2001;2025;6;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;31;6050;48.4;1;350;2.8;1;1;1;1;29.6;0.5;120;;;17.67;100.0;90.35;15.96
WO-202506-10282;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;10.06.2025;SALI;XTR-1002;Standart Extruder Hattı Beta;DIŞ KILIF SIVAMA;4.4;51.5;0.753;0.0;0.0;0.392;2.347;67.4;ALİ KAYA;OPR-1005;2025;6;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;AL-1350;Alüminyum Alaşım;48;9490;237.25;4;910;22.75;1;1;1;1;51.5;0.8;80;;;47.6;76.7;90.32;32.97
WO-202506-10283;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;10.06.2025;SALI;XTR-1001;Mikro Extruder Hattı Alfa;DIŞ KILIF SIVAMA;0.9;9.4;0.294;0.0;0.0;0.0;0.483;101.9;MUSTAFA ŞAHİN;OPR-1003;2025;6;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;AL-1350;Alüminyum Alaşım;10;2951;23.61;1;349;2.79;1;1;1;1;9.4;0.3;120;;;8.42;92.03;84.97;6.58
WO-202506-10284;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;10.06.2025;SALI;XTR-1001;Mikro Extruder Hattı Alfa;İLETKEN TEL ÇEKİM;1.1;15.0;0.381;0.0;0.0;0.0;0.197;126.9;İSMAİL ÖZDEMİR;OPR-2001;2025;6;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;CU-ETP;Elektrolitik Bakır;15;1497;11.98;1;103;0.82;1;1;1;1;15.0;0.4;120;;;7.34;100.0;87.89;6.46
WO-202506-10285;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;10.06.2025;SALI;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DIŞ KILIF SIVAMA;1.0;31.7;0.444;0.0;0.0;0.0;1.012;135.0;MEHMET DEMİR;OPR-1002;2025;6;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;AL-1350;Alüminyum Alaşım;28;8193;65.54;1;507;4.06;1;1;1;1;31.7;0.4;130;;;16.28;90.26;88.67;13.03
WO-202506-10286;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;10.06.2025;SALI;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;3.4;42.6;0.64;0.0;0.0;0.0;5.034;37.9;HASAN AYDIN;OPR-2003;2025;6;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;AL-1350;Alüminyum Alaşım;39;11449;171.73;3;1151;17.27;1;1;1;1;42.6;0.6;40;;;62.79;90.04;93.11;52.64
WO-202506-10287;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;10.06.2025;SALI;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İZOLASYON EKSTRÜZYON;1.1;15.5;1.976;0.0;0.0;0.292;1.241;12.5;İBRAHİM ÖZTÜRK;OPR-2004;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;16;931;88.45;1;89;8.46;1;1;1;1;15.5;2.0;30;;;44.18;36.75;84.87;13.78
WO-202506-10288;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;10.06.2025;SALI;XTR-2001;Özel Üretim Extruder Hattı Epsilon;ÇELİK ZIRH SARMAL;1.0;34.5;1.156;0.0;0.0;0.0;0.901;33.4;ALİ KAYA;OPR-1005;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;31;1808;27.12;1;112;1.68;1;1;1;1;34.5;1.2;50;;;28.22;68.64;86.44;16.75
WO-202506-10289;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-2004;Kombine Extruder Hattı Theta;İZOLASYON EKSTRÜZYON;1.1;29.7;0.843;0.0;0.0;0.0;0.815;115.2;AHMET YILMAZ;OPR-1001;2025;6;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;29;5638;112.76;1;362;7.24;1;1;1;1;29.7;0.8;110;;;21.66;100.0;91.33;19.78
WO-202506-10290;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-2004;Kombine Extruder Hattı Theta;İLETKEN TEL ÇEKİM;2.1;26.9;0.948;0.0;0.0;0.0;0.436;96.5;SÜLEYMAN KOÇ;OPR-2005;2025;6;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;AL-1350;Alüminyum Alaşım;26;2526;50.52;2;274;5.48;1;1;1;1;26.9;0.9;110;;;17.42;77.92;89.84;12.19
WO-202506-10291;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-2004;Kombine Extruder Hattı Theta;İZOLASYON EKSTRÜZYON;1.9;32.4;0.651;0.0;0.0;0.0;0.445;111.2;HASAN AYDIN;OPR-2003;2025;6;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;AL-1350;Alüminyum Alaşım;30;2968;59.36;2;232;4.64;1;1;1;1;32.4;0.7;110;;;13.66;100.0;87.65;11.97
WO-202506-10292;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;ÇELİK ZIRH SARMAL;1.9;45.0;0.612;0.0;0.0;0.0;1.258;54.1;İSMAİL ÖZDEMİR;OPR-2001;2025;6;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;CU-ETP;Elektrolitik Bakır;41;4080;61.2;2;220;3.3;1;1;1;1;45.0;0.6;50;;;24.63;100.0;89.29;21.99
WO-202506-10293;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-2002;Standart Extruder Hattı Zeta;İLETKEN TEL ÇEKİM;1.0;11.5;1.153;0.0;0.0;0.0;0.306;70.8;SÜLEYMAN KOÇ;OPR-2005;2025;6;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;CU-ETP;Elektrolitik Bakır;13;1299;32.48;1;101;2.53;1;1;1;1;11.5;1.2;90;;;18.27;86.81;92.33;14.65
WO-202506-10294;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DIŞ KILIF SIVAMA;4.4;39.9;0.893;0.0;0.0;0.0;3.269;20.6;OSMAN YILDIZ;OPR-2002;2025;6;XLPE;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;5;AL-1350;Alüminyum Alaşım;41;4048;60.72;5;552;8.28;1;1;1;1;39.9;0.9;40;;;61.34;47.22;80.58;23.34
WO-202506-10295;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-2002;Standart Extruder Hattı Zeta;ÇELİK ZIRH SARMAL;3.1;24.8;0.963;0.0;0.0;0.0;0.807;87.2;HASAN AYDIN;OPR-2003;2025;6;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;29;4224;105.6;3;576;14.4;1;1;1;1;24.8;1.0;90;;;23.73;100.0;84.31;20.01
WO-202506-10296;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;İLETKEN TEL ÇEKİM;2.7;37.0;0.964;0.0;0.0;0.0;1.532;67.3;ALİ KAYA;OPR-1005;2025;6;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;CU-ETP;Elektrolitik Bakır;42;6190;154.75;3;560;14.0;1;1;1;1;37.0;1.0;80;;;32.3;91.23;92.88;27.36
WO-202506-10297;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;ÇELİK ZIRH SARMAL;1.0;55.8;0.381;0.0;0.0;0.0;1.886;133.0;AHMET YILMAZ;OPR-1001;2025;6;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;50;15045;120.36;1;510;4.08;1;1;1;1;55.8;0.4;120;;;30.98;100.0;95.74;29.66
WO-202506-10298;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;1.1;28.8;0.838;0.0;0.0;0.0;3.24;34.1;HASAN AYDIN;OPR-2003;2025;6;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;CU-ETP;Elektrolitik Bakır;27;6620;99.3;1;380;5.7;1;1;1;1;28.8;0.8;40;;;43.96;76.17;87.9;29.43
WO-202506-10299;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DIŞ KILIF SIVAMA;5.2;52.8;0.802;0.0;2.323;0.0;7.361;35.2;HASAN AYDIN;OPR-2003;2025;6;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;AL-1350;Alüminyum Alaşım;52;15566;233.49;6;1834;27.51;1;1;1;1;52.8;0.8;40;;Anlık Arıza (Ağır Hizmet Extruder Hattı Gamma - Yüksek Risk);100.0;94.04;90.51;85.11
WO-202506-10300;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;ÇELİK ZIRH SARMAL;3.1;30.7;0.556;0.0;0.0;0.0;1.264;46.7;HASAN AYDIN;OPR-2003;2025;6;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;AL-1350;Alüminyum Alaşım;36;3542;53.13;3;358;5.37;1;1;1;1;30.7;0.6;45;;;20.77;100.0;91.42;18.99
WO-202506-10301;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İLETKEN TEL ÇEKİM;0.9;12.2;1.814;0.0;0.0;0.0;0.696;19.6;İBRAHİM ÖZTÜRK;OPR-2004;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;14;820;77.9;1;80;7.6;1;1;1;1;12.2;1.8;30;;;35.28;60.03;87.34;18.5
WO-202506-10302;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İZOLASYON EKSTRÜZYON;1.1;28.5;0.376;0.0;0.0;0.0;0.812;103.9;MUSTAFA ŞAHİN;OPR-1003;2025;6;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;CU-ETP;Elektrolitik Bakır;26;5065;40.52;1;335;2.68;1;1;1;1;28.5;0.4;130;;;13.17;82.3;95.42;10.34
WO-202506-10303;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-2002;Standart Extruder Hattı Zeta;İZOLASYON EKSTRÜZYON;2.1;39.9;0.925;0.0;0.0;0.0;0.832;73.4;ALİ KAYA;OPR-1005;2025;6;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;CU-ETP;Elektrolitik Bakır;37;3663;91.58;2;237;5.93;1;1;1;1;39.9;0.9;90;;;23.18;74.44;85.41;14.74
WO-202506-10304;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;ÇELİK ZIRH SARMAL;2.1;33.4;1.114;0.0;0.0;0.0;20.342;22.1;İSMAİL ÖZDEMİR;OPR-2001;2025;6;LSZH;KBL-702;Fiber Optik MM 24C Data Center;9;FO-SM-9;Fiber Optik Single Mode;34;26920;403.8;2;1880;28.2;1;1;1;1;33.4;1.1;45;;;100.0;53.03;90.36;47.91
WO-202506-10305;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;ÇELİK ZIRH SARMAL;0.0;10.6;0.83;0.0;0.0;0.0;0.537;52.4;HÜSEYİN ÇELİK;OPR-1004;2025;6;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;12;1687;25.3;0;113;1.69;1;1;1;1;10.6;0.8;50;;;15.17;100.0;95.21;14.44
WO-202506-10306;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-2004;Kombine Extruder Hattı Theta;DIŞ KILIF SIVAMA;1.0;24.8;0.922;0.0;1.331;0.0;0.982;89.5;ALİ KAYA;OPR-1005;2025;6;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;27;5272;105.44;1;328;6.56;1;1;1;1;24.8;0.9;110;;Anlık Arıza (Kombine Extruder Hattı Theta - Düşük Risk);25.9;76.91;86.98;17.33
WO-202506-10307;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;İZOLASYON EKSTRÜZYON;2.0;18.3;0.75;0.0;0.0;0.0;0.776;62.8;SÜLEYMAN KOÇ;OPR-2005;2025;6;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;AL-1350;Alüminyum Alaşım;20;2924;73.1;2;376;9.4;1;1;1;1;18.3;0.8;80;;;17.03;73.39;83.43;10.43
WO-202506-10308;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İLETKEN TEL ÇEKİM;3.2;22.8;0.739;0.0;0.0;0.0;0.979;39.0;MEHMET DEMİR;OPR-1002;2025;6;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;AL-1350;Alüminyum Alaşım;23;2288;34.32;3;312;4.68;1;1;1;1;22.8;0.7;40;;;20.48;84.59;85.47;14.81
WO-202506-10309;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-2004;Kombine Extruder Hattı Theta;İLETKEN TEL ÇEKİM;1.9;46.8;0.868;0.0;0.0;0.0;0.741;94.5;SÜLEYMAN KOÇ;OPR-2005;2025;6;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;CU-ETP;Elektrolitik Bakır;43;4202;84.04;2;298;5.96;1;1;1;1;46.8;0.9;110;;;19.26;92.09;93.42;16.57
WO-202506-10310;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DOLGU KAPLAMA;1.7;25.2;0.985;0.0;0.0;0.0;1.404;44.2;AHMET YILMAZ;OPR-1001;2025;6;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;25;3726;55.89;2;324;4.86;1;1;1;1;25.2;1.0;45;;;31.12;100.0;91.25;28.4
WO-202506-10311;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İZOLASYON EKSTRÜZYON;1.1;27.5;1.788;0.0;0.0;0.0;2.268;12.5;İBRAHİM ÖZTÜRK;OPR-2004;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;29;1701;161.59;1;99;9.4;1;1;1;1;27.5;1.8;30;;;51.75;35.86;91.61;17.0
WO-202506-10312;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;DIŞ KILIF SIVAMA;0.0;9.2;0.892;0.0;0.0;0.0;0.234;36.2;İBRAHİM ÖZTÜRK;OPR-2004;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;9;509;7.63;0;31;0.46;1;1;1;1;9.2;0.9;50;;;12.66;80.31;90.82;9.23
WO-202506-10313;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;DOLGU KAPLAMA;2.2;27.5;0.903;0.0;0.0;0.0;0.72;57.1;SÜLEYMAN KOÇ;OPR-2005;2025;6;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;AL-1350;Alüminyum Alaşım;25;2467;61.68;2;233;5.83;1;1;1;1;27.5;0.9;80;;;20.55;67.58;86.09;11.95
WO-202506-10314;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-2002;Standart Extruder Hattı Zeta;DOLGU KAPLAMA;2.9;45.1;1.034;0.0;0.0;0.0;0.956;81.4;HASAN AYDIN;OPR-2003;2025;6;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;CU-ETP;Elektrolitik Bakır;47;4668;116.7;3;332;8.3;1;1;1;1;45.1;1.0;90;;;22.07;79.03;91.27;15.92
WO-202506-10315;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;ÇELİK ZIRH SARMAL;0.0;20.0;0.873;0.0;0.0;0.0;0.735;48.0;ALİ KAYA;OPR-1005;2025;6;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;CU-ETP;Elektrolitik Bakır;22;2118;31.77;0;82;1.23;1;1;1;1;20.0;0.9;50;;;19.29;100.0;98.67;19.03
WO-202506-10316;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;DOLGU KAPLAMA;4.1;50.4;0.771;0.0;0.0;0.0;1.71;79.4;MEHMET DEMİR;OPR-1002;2025;6;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;CU-ETP;Elektrolitik Bakır;55;8145;203.62;4;705;17.62;1;1;1;1;50.4;0.8;80;;;28.43;89.47;90.9;23.12
WO-202506-10317;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İLETKEN TEL ÇEKİM;2.8;51.8;1.852;0.0;0.0;0.0;3.852;12.5;İBRAHİM ÖZTÜRK;OPR-2004;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;49;2889;274.45;3;231;21.95;1;1;1;1;51.8;1.9;30;;;70.64;41.72;89.33;26.33
WO-202506-10318;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;ÇELİK ZIRH SARMAL;2.0;36.9;1.006;0.0;0.0;0.0;1.697;65.9;SÜLEYMAN KOÇ;OPR-2005;2025;6;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;CU-ETP;Elektrolitik Bakır;34;6705;167.62;2;495;12.38;1;1;1;1;36.9;1.0;80;;;32.18;89.88;92.23;26.68
WO-202506-10319;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-2002;Standart Extruder Hattı Zeta;ÇELİK ZIRH SARMAL;1.8;38.0;1.007;0.0;0.0;0.0;0.708;77.7;MEHMET DEMİR;OPR-1002;2025;6;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;AL-1350;Alüminyum Alaşım;34;3302;82.55;2;298;7.45;1;1;1;1;38.0;1.0;90;;;22.93;78.18;86.8;15.56
WO-202506-10320;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-2004;Kombine Extruder Hattı Theta;İZOLASYON EKSTRÜZYON;3.7;45.3;0.993;0.0;0.0;0.0;1.6;108.5;MEHMET DEMİR;OPR-1002;2025;6;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;AL-1350;Alüminyum Alaşım;53;10411;208.22;4;989;19.78;1;1;1;1;45.3;1.0;110;;;28.9;100.0;91.09;26.32
WO-202506-10321;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İZOLASYON EKSTRÜZYON;0.0;16.6;0.835;0.0;0.0;0.0;1.675;46.3;HASAN AYDIN;OPR-2003;2025;6;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;16;4650;69.75;0;230;3.45;1;1;1;1;16.6;0.8;50;;;31.37;88.96;96.36;26.9
WO-202506-10322;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;DIŞ KILIF SIVAMA;1.1;59.0;0.365;0.0;1.918;0.0;1.712;124.3;İSMAİL ÖZDEMİR;OPR-2001;2025;6;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;CU-ETP;Elektrolitik Bakır;52;12766;102.13;1;484;3.87;1;1;1;1;59.0;0.4;120;;Anlık Arıza (Mikro Extruder Hattı Alfa - Düşük Risk);35.45;100.0;90.34;32.03
WO-202506-10323;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;11.06.2025;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;DOLGU KAPLAMA;2.0;45.7;0.954;0.0;0.0;0.0;1.373;75.9;MEHMET DEMİR;OPR-1002;2025;6;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;CU-ETP;Elektrolitik Bakır;42;6255;156.38;2;345;8.62;1;1;1;1;45.7;1.0;80;;;32.69;93.08;90.24;27.46
